team,year,league,shots made,shots attempted,free throws made,free throws attempted,offensive rebounds,defensive rebounds,total rebounds,assists,fouls commited,steals,turnovers,blocks,total points,made shots allowed,shot attempts allowed,made free throws against,free throw attempts allowed,offensive rebounds allowed,defensive rebounds allowed,total rebounds allowed,assists allowed,fouls against,steals against,turnovers against,blocks against,3 pointers allowed,points allowed,pace,games won,games lost,win pct,Over 500,Champion,Playoffs,Playoff Win,Final 2
WA1,1996,N,3208,6678,1400,1979,1010,2420,3430,1921,1815,712,1289,402,8147,3011,6637,1500,2004,1022,2336,3358,1671,1769,665,1356,334,492,8014,94.769867,44,38,0.536585366,Yes,No,Yes,No,No
ATL,1997,N,2887,6352,1749,2314,1105,2418,3523,1569,1671,653,1214,491,7860,2961,6698,1302,1772,1081,2152,3233,1753,1892,617,1118,372,348,7572,90.619713,50,32,0.609756098,Yes,No,Yes,No,No
BOS,1997,N,3012,6934,1425,1964,1196,2044,3240,1816,2203,987,1330,366,7864,2864,5981,2052,2756,1015,2446,3461,1826,1719,696,1688,406,299,8079,95.484734,36,46,0.43902439,No,No,No,No,No
CHA,1997,N,2968,6344,1641,2186,985,2341,3326,1941,1757,691,1247,312,7923,2977,6417,1436,1964,965,2259,3224,1806,1902,582,1240,372,369,7759,91.40638,51,31,0.62195122,Yes,No,Yes,Yes,No
CHI,1997,N,3064,6801,1492,2009,1243,2438,3681,1952,1691,696,1178,353,7931,2797,6483,1425,1956,1016,2239,3255,1595,1774,657,1268,356,329,7348,91.959991,62,20,0.756097561,Yes,Yes,Yes,Yes,Yes
CLE,1997,N,2817,6207,1653,2187,955,2331,3286,1894,1939,814,1418,419,7585,2689,6214,1642,2175,948,2229,3177,1790,1904,707,1444,455,341,7361,92.465736,47,35,0.573170732,Yes,No,Yes,No,No
DAL,1997,N,2882,6754,1308,1738,1007,2281,3288,1535,1643,646,1182,466,7494,3138,6819,1333,1868,1223,2644,3867,1882,1608,658,1240,374,386,7995,92.782188,20,62,0.243902439,No,No,No,No,No
DEN,1997,N,2677,6412,1658,2147,1040,2157,3197,1547,1937,664,1311,393,7300,3015,6370,1817,2410,1095,2401,3496,1983,1782,662,1243,535,419,8266,91.902451,11,71,0.134146342,No,No,No,No,No
DET,1997,N,2862,6373,1704,2288,1044,2338,3382,1597,1805,678,1198,344,7721,2840,6377,1549,2077,991,2334,3325,1753,1874,648,1263,382,363,7592,91.240776,37,45,0.451219512,No,No,No,No,No
GSW,1997,N,2845,6884,1358,1912,1288,2473,3761,1708,1859,621,1369,448,7237,2992,6742,1667,2286,1134,2535,3669,2011,1638,757,1154,478,334,7985,94.126808,19,63,0.231707317,No,No,No,No,No
HOU,1997,N,2946,6513,1634,2120,987,2350,3337,1799,1653,686,1298,294,8099,3173,6769,1406,1891,1041,2326,3367,1914,1747,732,1170,365,409,8161,93.599304,41,41,0.5,No,No,Yes,No,No
IND,1997,N,2921,6223,1631,2136,874,2348,3222,1889,1859,645,1168,368,7874,2788,6451,1525,2096,1114,2254,3368,1591,1847,644,1237,366,274,7375,90.373367,58,24,0.707317073,Yes,No,Yes,Yes,No
LAC,1997,N,2930,6690,1480,2047,1040,2276,3316,1533,1827,625,1323,456,7865,3236,6832,1663,2267,1169,2469,3638,1826,1747,726,1158,412,334,8469,94.840218,17,65,0.207317073,No,No,No,No,No
LAL,1997,N,3146,6536,1863,2743,1079,2471,3550,2009,1859,734,1256,556,8652,2984,6800,1669,2281,1123,2339,3462,1841,2151,660,1281,423,380,8017,95.984917,61,21,0.743902439,Yes,No,Yes,Yes,No
MIA,1997,N,2850,6327,1539,2082,1028,2419,3447,1758,1982,665,1226,429,7787,2723,6355,1632,2195,1058,2232,3290,1630,1851,637,1214,370,305,7383,90.160629,55,27,0.670731707,Yes,No,Yes,No,No
MIL,1997,N,2918,6399,1663,2167,1035,2236,3271,1649,1915,733,1383,357,7748,2911,6319,1779,2393,1001,2260,3261,1746,1808,765,1348,398,304,7905,93.191711,36,46,0.43902439,No,No,No,No,No
MIN,1997,N,3157,6844,1673,2253,1063,2429,3492,2068,1882,639,1138,427,8290,3076,6860,1648,2220,1116,2411,3527,1909,1863,609,1228,412,432,8232,95.849289,45,37,0.548780488,Yes,No,Yes,No,No
NJN,1997,N,3055,6928,1750,2351,1344,2137,3481,1685,1917,777,1180,314,8170,3016,6406,1653,2211,1079,2316,3395,1771,2023,616,1482,515,356,8041,94.16404,43,39,0.524390244,Yes,No,Yes,No,No
NYK,1997,N,2864,6413,1399,1812,978,2434,3412,1787,1947,634,1247,278,7509,2624,6131,1728,2304,854,2341,3195,1585,1705,653,1234,313,331,7307,90.681366,43,39,0.524390244,Yes,No,Yes,Yes,No
ORL,1997,N,2771,6455,1552,2138,1178,2203,3381,1694,1617,649,1258,441,7387,2930,6460,1302,1769,1089,2268,3357,1740,1866,747,1259,388,313,7475,89.956352,41,41,0.5,No,No,No,No,No
PHI,1997,N,2837,6409,1734,2352,1125,2294,3419,1729,1878,729,1354,490,7651,2906,6440,1651,2262,1115,2341,3456,1927,1904,766,1318,508,384,7847,92.537537,31,51,0.378048781,No,No,No,No,No
PHO,1997,N,3138,6710,1459,1948,991,2452,3443,2124,1765,756,1236,429,8166,2923,6618,1501,2051,1051,2343,3394,1803,1769,720,1363,323,394,7741,94.552536,56,26,0.682926829,Yes,No,Yes,No,No
POR,1997,N,2885,6397,1640,2226,1086,2522,3608,1766,1859,585,1383,464,7734,2810,6520,1626,2253,1011,2201,3212,1764,1823,770,1160,445,373,7619,92.674126,46,36,0.56097561,Yes,No,Yes,No,No
SAC,1997,N,2957,6684,1440,2096,1094,2304,3398,1836,1810,596,1271,420,7637,3095,6776,1560,2102,1157,2533,3690,1824,1775,694,1256,466,345,8095,94.181206,27,55,0.329268293,No,No,No,No,No
SAS,1997,N,2898,6187,1489,2164,984,2638,3622,1839,1731,516,1318,568,7587,2737,6656,1448,1956,1017,2236,3253,1556,1845,730,1045,378,338,7260,90.764526,56,26,0.682926829,Yes,No,Yes,Yes,No
SEA,1997,N,3052,6458,1521,2109,931,2225,3156,1986,1812,804,1145,376,8246,2896,6491,1449,2001,1141,2314,3455,1825,1824,640,1394,403,417,7658,92.013176,61,21,0.743902439,Yes,No,Yes,Yes,No
TOR,1997,N,2965,6813,1479,2060,1187,2149,3336,1746,1851,769,1371,663,7781,3271,6826,1603,2289,1270,2506,3776,2219,1748,737,1370,514,396,8541,95.712944,16,66,0.195121951,No,No,No,No,No
UTA,1997,N,2993,6113,2044,2644,962,2405,3367,2070,1961,648,1260,412,8279,2806,6390,1730,2284,984,2012,2996,1690,2133,645,1157,423,401,7743,91.517097,62,20,0.756097561,Yes,No,Yes,Yes,Yes
VAN,1997,N,3006,6567,1586,2145,1081,2313,3394,1960,1809,614,1405,349,7923,3230,6797,1634,2233,1144,2358,3502,2101,1832,836,1163,538,428,8522,94.484604,19,63,0.231707317,No,No,No,No,No
WAS,1997,N,3080,6811,1489,2156,1121,2341,3462,1900,1839,689,1156,379,7969,2975,6540,1623,2172,1029,2468,3497,1725,1924,632,1328,372,348,7921,94.218674,42,40,0.512195122,Yes,No,No,No,No
ATL,1998,N,1539,3760,1040,1422,676,1499,2175,782,987,346,745,260,4315,1598,3873,784,1076,581,1369,1950,895,1202,379,675,243,190,4170,88.166885,31,19,0.62,Yes,No,Yes,Yes,No
BOS,1998,N,1816,4164,745,1077,680,1458,2138,1073,1193,453,807,255,4650,1725,3896,1118,1506,642,1544,2186,1018,1001,461,841,253,175,4743,94.385559,19,31,0.38,No,No,No,No,No
CHA,1998,N,1671,3718,1034,1384,480,1493,1973,1110,1101,443,796,247,4644,1739,4003,959,1306,655,1491,2146,1092,1151,443,762,232,212,4649,92.453552,26,24,0.52,Yes,No,No,No,No
CHI,1998,N,1539,3837,840,1185,573,1394,1967,1017,1112,436,774,169,4095,1723,3786,914,1247,551,1568,2119,1099,1074,444,782,285,208,4568,90.446205,13,37,0.26,No,No,No,No,No
CLE,1998,N,1562,3561,1016,1356,472,1316,1788,1093,1208,452,785,203,4322,1597,3664,978,1316,591,1405,1996,1056,1198,392,821,282,236,4408,88.648201,22,28,0.44,No,No,No,No,No
DAL,1998,N,1749,4033,881,1210,645,1478,2123,921,1065,352,692,292,4581,1815,4037,855,1193,660,1519,2179,1073,1042,361,699,244,216,4701,91.320824,19,31,0.38,No,No,No,No,No
DEN,1998,N,1681,3989,1010,1325,647,1392,2039,969,1144,376,739,275,4674,1885,4017,997,1339,620,1502,2122,1175,1103,396,701,274,237,5004,92.687073,14,36,0.28,No,No,No,No,No
DET,1998,N,1660,3716,950,1283,605,1412,2017,1009,1139,444,790,208,4518,1585,3639,941,1317,548,1377,1925,1043,1113,424,770,225,236,4347,88.274719,29,21,0.58,Yes,No,Yes,No,No
GSW,1998,N,1730,4173,794,1175,816,1559,2375,1037,1270,414,768,221,4416,1617,3848,1114,1531,656,1503,2159,1023,1027,400,735,304,193,4541,91.611443,21,29,0.42,No,No,No,No,No
HOU,1998,N,1755,3798,865,1187,536,1539,2075,1058,960,386,812,260,4711,1793,4136,779,1062,664,1391,2055,1034,1030,441,653,245,230,4595,91.075409,31,19,0.62,Yes,No,Yes,No,No
IND,1998,N,1731,3866,977,1228,574,1452,2026,1005,1082,316,649,223,4733,1706,3935,928,1227,626,1426,2052,955,1127,357,652,238,206,4546,89.030006,33,17,0.66,Yes,No,Yes,Yes,No
LAC,1998,N,1711,4007,883,1225,665,1293,1958,820,1223,424,796,236,4519,1830,3858,1078,1445,640,1506,2146,1101,1042,419,782,289,222,4960,92.306854,9,41,0.18,No,No,No,No,No
LAL,1998,N,1841,3935,1027,1503,619,1482,2101,1095,1231,389,754,287,4950,1759,3992,1064,1501,628,1403,2031,1062,1271,408,716,196,217,4799,93.882439,31,19,0.62,Yes,No,Yes,Yes,No
MIA,1998,N,1616,3565,928,1262,503,1512,2015,1019,1035,327,744,304,4449,1565,3805,860,1167,619,1342,1961,853,1102,387,677,188,211,4201,86.607155,33,17,0.66,Yes,No,Yes,No,No
MIL,1998,N,1753,3818,847,1155,570,1369,1939,1030,1142,442,719,202,4584,1600,3746,1029,1369,657,1398,2055,1018,1020,399,830,194,272,4501,89.17234,28,22,0.56,Yes,No,Yes,No,No
MIN,1998,N,1838,4327,849,1143,754,1392,2146,1218,1185,426,641,272,4647,1680,3823,1055,1470,591,1563,2154,1114,1017,363,836,262,213,4628,93.485565,25,25,0.5,No,No,Yes,No,No
NJN,1998,N,1691,4160,962,1251,715,1437,2152,923,1134,491,750,273,4569,1796,3968,943,1298,624,1581,2205,968,1084,395,813,326,223,4758,93.900276,16,34,0.32,No,No,No,No,No
NYK,1998,N,1610,3704,892,1218,551,1510,2061,963,1140,395,804,262,4320,1528,3790,979,1335,616,1426,2042,923,1035,425,766,215,234,4269,89.407845,27,23,0.54,Yes,No,Yes,Yes,Yes
ORL,1998,N,1687,3943,876,1252,688,1445,2133,1067,935,496,819,213,4473,1708,3856,697,986,595,1424,2019,1039,1111,468,863,239,230,4343,91.017525,33,17,0.66,Yes,No,Yes,No,No
PHI,1998,N,1656,3883,1073,1486,729,1428,2157,934,1152,542,822,271,4483,1599,3784,941,1288,619,1402,2021,999,1185,435,896,263,241,4380,91.759323,28,22,0.56,Yes,No,Yes,Yes,No
PHO,1998,N,1797,4004,924,1215,598,1418,2016,1249,1022,444,681,200,4779,1772,3936,850,1224,614,1506,2120,1064,1065,410,812,205,272,4666,92.122101,27,23,0.54,Yes,No,Yes,No,No
POR,1998,N,1747,3956,1002,1349,646,1570,2216,1073,1126,411,771,290,4742,1644,3939,916,1263,616,1388,2004,962,1142,411,785,244,220,4424,92.55941,35,15,0.7,Yes,No,Yes,Yes,No
SAC,1998,N,1918,4307,883,1293,706,1573,2279,1129,1016,444,842,232,5009,2009,4500,793,1113,750,1598,2348,1165,1102,490,790,221,219,5030,99.530991,27,23,0.54,Yes,No,Yes,No,No
SAS,1998,N,1740,3812,988,1415,614,1584,2198,1101,1010,421,759,351,4640,1631,4061,805,1148,696,1406,2102,941,1148,437,730,243,170,4237,90.987785,37,13,0.74,Yes,Yes,Yes,Yes,Yes
SEA,1998,N,1756,3976,922,1354,676,1422,2098,1087,1047,393,765,201,4743,1838,4026,857,1187,652,1446,2098,1111,1165,399,746,224,264,4797,92.210114,25,25,0.5,No,No,No,No,No
TOR,1998,N,1660,3940,1011,1330,712,1447,2159,1036,1139,439,799,321,4557,1694,3855,996,1368,614,1393,2007,1095,1088,446,773,258,255,4639,91.467522,23,27,0.46,No,No,No,No,No
UTA,1998,N,1684,3620,1158,1510,555,1508,2063,1204,1133,398,814,276,4666,1595,3863,936,1299,635,1294,1929,904,1309,431,744,264,214,4340,90.068367,37,13,0.74,Yes,No,Yes,Yes,No
VAN,1998,N,1643,3838,1009,1408,650,1359,2009,964,1123,420,848,199,4443,1813,3917,1021,1400,673,1456,2129,1189,1164,490,779,328,229,4876,92.125664,8,42,0.16,No,No,No,No,No
WAS,1998,N,1768,3969,845,1198,595,1403,1998,1064,1151,393,736,193,4560,1705,3826,1044,1418,617,1517,2134,1079,1087,402,792,212,218,4672,91.803726,18,32,0.36,No,No,No,No,No
ATL,1999,N,3000,6807,1477,1987,1146,2570,3716,1548,1718,500,1266,466,7735,3211,7060,1381,1796,1052,2474,3526,1886,1830,655,1001,400,373,8176,94.286369,28,54,0.341463415,No,No,No,No,No
BOS,1999,N,3054,6879,1621,2175,1108,2420,3528,1741,2223,794,1259,287,8146,2960,6304,1929,2563,857,2534,3391,1798,1928,638,1394,478,359,8208,96.433121,35,47,0.426829268,No,No,No,No,No
CHA,1999,N,2935,6533,1863,2458,884,2635,3519,2023,1670,732,1206,480,8072,3048,6811,1347,1807,966,2550,3516,1903,2076,604,1297,421,410,7853,95.936806,49,33,0.597560976,Yes,No,Yes,No,No
CHI,1999,N,2565,6180,1482,2089,1032,2323,3356,1636,1908,646,1557,383,6952,2916,6396,1533,2070,1000,2416,3416,1902,1966,853,1244,461,358,7723,91.714371,17,65,0.207317073,No,No,No,No,No
CLE,1999,N,2977,6734,1653,2205,1010,2499,3510,1940,2219,713,1427,363,7950,2983,6733,1851,2385,1013,2586,3598,1942,2058,659,1387,501,420,8237,98.378502,32,50,0.390243902,No,No,No,No,No
DAL,1999,N,3195,7047,1407,1751,931,2444,3375,1810,1770,592,1124,416,8316,3225,7053,1484,2005,1251,2719,3970,1901,1814,604,1318,421,429,8363,96.777138,40,42,0.487804878,No,No,No,No,No
DEN,1999,N,3057,6911,1531,2116,1073,2590,3663,1911,1962,554,1280,618,8115,3129,6953,1632,2174,1027,2606,3633,2003,1937,616,1178,462,399,8287,97.363144,35,47,0.426829268,No,No,No,No,No
DET,1999,N,3044,6636,1956,2506,917,2458,3375,1707,2011,665,1289,292,8483,3119,6706,1669,2237,973,2504,3479,1893,2219,652,1400,396,458,8365,98.078247,42,40,0.512195122,Yes,No,Yes,No,No
GSW,1999,N,2996,7141,1497,2147,1300,2438,3736,1851,2043,730,1301,363,7834,3165,6775,1755,2328,1091,2691,3782,2036,1887,689,1337,493,427,8512,97.49852,19,63,0.231707317,No,No,No,No,No
HOU,1999,N,3001,6663,1573,2145,1008,2586,3594,1774,1663,613,1425,438,8156,3226,7074,1425,1829,1027,2451,3478,1863,1833,735,1126,433,350,8227,96.710167,34,48,0.414634146,No,No,No,No,No
IND,1999,N,3047,6640,1629,2008,842,2612,3454,1857,1786,559,1159,422,8306,3113,6982,1374,1821,1040,2545,3585,1735,1910,610,1126,325,329,7929,94.946594,56,26,0.682926829,Yes,No,Yes,Yes,Yes
LAC,1999,N,2877,6757,1363,1826,955,2377,3332,1479,1821,578,1326,494,7546,3281,6879,1512,2041,1038,2699,3737,1975,1731,622,1172,382,417,8491,95.748726,15,67,0.182926829,No,No,No,No,No
LAL,1999,N,3137,6836,1649,2368,1117,2738,3855,1921,1841,613,1143,532,8267,2838,6824,1518,2045,1007,2531,3538,1597,2099,627,1196,359,372,7566,95.593033,67,15,0.817073171,Yes,Yes,Yes,Yes,Yes
MIA,1999,N,2974,6462,1345,1827,921,2619,3540,1931,1947,582,1231,524,7739,2782,6596,1512,2022,974,2341,3315,1582,1795,621,1150,372,408,7484,92.092712,52,30,0.634146342,Yes,No,Yes,Yes,No
MIL,1999,N,3174,6827,1558,1982,1016,2373,3390,1852,2020,671,1230,383,8298,3033,6644,1685,2241,1037,2368,3404,1987,1870,637,1303,344,531,8282,95.547104,42,40,0.512195122,Yes,No,Yes,No,No
MIN,1999,N,3226,6910,1379,1769,1016,2471,3487,2205,1913,622,1139,444,8079,2924,6577,1644,2185,916,2440,3357,1737,1685,591,1232,344,380,7872,94.680664,50,32,0.609756098,Yes,No,Yes,No,No
NJN,1999,N,2979,6882,1601,2041,1040,2315,3355,1688,1913,720,1119,393,8036,3125,6741,1503,2012,1129,2657,3786,1857,1869,568,1366,469,368,8121,95.022499,31,51,0.378048781,No,No,No,No,No
NYK,1999,N,2897,6372,1410,1805,802,2521,3323,1588,1983,514,1200,360,7555,2711,6399,1609,2153,927,2441,3366,1609,1799,602,1160,353,404,7435,91.524353,50,32,0.609756098,Yes,No,Yes,Yes,No
ORL,1999,N,3169,7014,1574,2142,1145,2540,3685,1709,1967,743,1443,467,8206,3076,6919,1567,2104,1094,2473,3567,1991,2008,724,1488,475,431,8150,99.681786,41,41,0.5,No,No,No,No,No
PHI,1999,N,2993,6776,1577,2226,1147,2468,3615,1817,1939,791,1284,386,7771,2867,6595,1510,2001,1065,2501,3566,1828,1977,631,1445,529,417,7661,95.176979,49,33,0.597560976,Yes,No,Yes,Yes,No
PHO,1999,N,3093,6771,1467,1934,1022,2558,3580,2098,1973,744,1367,433,8111,2825,6665,1630,2205,1071,2465,3536,1700,1794,733,1421,425,403,7683,96.411606,53,29,0.646341463,Yes,No,Yes,Yes,No
POR,1999,N,3021,6430,1542,2029,966,2560,3526,1925,1865,633,1243,402,7991,2825,6557,1422,1985,978,2220,3198,1705,1872,652,1186,350,394,7466,92.096336,59,23,0.719512195,Yes,No,Yes,Yes,No
SAC,1999,N,3276,7288,1521,2017,1056,2635,3692,1953,1729,787,1324,381,8607,3269,7240,1434,1910,1143,2761,3904,1950,1943,753,1438,403,396,8368,101.64989,44,38,0.536585366,Yes,No,Yes,No,No
SAS,1999,N,2952,6394,1652,2214,927,2666,3593,1819,1716,614,1234,549,7886,2884,6781,1276,1726,986,2410,3397,1667,1893,645,1180,429,355,7399,93.132484,53,29,0.646341463,Yes,No,Yes,No,No
SEA,1999,N,3108,6946,1363,1960,1042,2483,3525,1878,1776,657,1153,345,8125,3132,6941,1343,1795,1084,2611,3695,1939,1839,590,1258,433,440,8047,95.638245,45,37,0.548780488,Yes,No,Yes,No,No
TOR,1999,N,2980,6882,1583,2068,1098,2449,3547,1947,1989,666,1137,544,7968,3002,6615,1631,2136,961,2552,3513,1790,1874,557,1250,442,346,7981,94.735054,45,37,0.548780488,Yes,No,Yes,No,No
UTA,1999,N,2962,6380,1661,2150,936,2426,3363,2041,2013,629,1220,445,7914,2781,6240,1598,2141,887,2236,3123,1620,2023,588,1270,416,388,7548,91.714851,55,27,0.670731707,Yes,No,Yes,Yes,No
VAN,1999,N,2892,6440,1594,2060,1005,2324,3328,1700,1881,609,1379,345,7702,3136,6612,1530,1990,970,2336,3307,1931,1912,723,1235,516,361,8163,93.515663,22,60,0.268292683,No,No,No,No,No
WAS,1999,N,3010,6681,1566,2107,1064,2438,3502,1771,2149,594,1320,380,7921,3005,6547,1790,2405,962,2418,3381,1793,1967,686,1227,503,390,8190,95.094788,29,53,0.353658537,No,No,No,No,No
ATL,2000,N,2876,6668,1374,1811,1028,2490,3518,1559,1863,634,1292,387,7459,2922,6609,1646,2153,1029,2534,3563,1737,1695,698,1158,513,396,7886,93.160042,25,57,0.304878049,No,No,No,No,No
BOS,2000,N,2773,6485,1621,2190,897,2367,3264,1708,1952,769,1238,336,7759,2935,6392,1634,2178,888,2650,3538,1885,1903,650,1325,440,430,7934,94.14373,36,46,0.43902439,No,No,No,No,No
CHA,2000,N,2800,6501,1599,2146,1033,2608,3641,1900,1753,665,1124,455,7539,2767,6501,1444,1910,892,2436,3328,1748,1765,616,1145,375,389,7367,91.44651,46,36,0.56097561,Yes,No,Yes,Yes,No
CHI,2000,N,2721,6411,1410,1909,926,2260,3186,1810,1902,675,1197,379,7181,2987,6330,1607,2202,957,2551,3508,1932,1752,635,1176,426,346,7927,90.897728,15,67,0.182926829,No,No,No,No,No
CLE,2000,N,2890,6532,1561,2040,1015,2440,3455,1708,1902,642,1297,436,7561,2927,6582,1633,2125,990,2400,3390,1880,1810,694,1174,542,422,7909,93.15062,30,52,0.365853659,No,No,No,No,No
DAL,2000,N,3085,6716,1552,1954,831,2571,3402,1740,1907,618,1094,492,8239,2938,6693,1631,2231,1068,2623,3691,1778,1846,622,1211,379,381,7888,94.624092,53,29,0.646341463,Yes,No,Yes,Yes,No
DEN,2000,N,2979,6877,1448,1964,1044,2583,3627,1970,1820,552,1092,538,7918,3081,6914,1542,2049,1012,2642,3654,2042,1760,588,1041,497,416,8120,94.487022,40,42,0.487804878,No,No,No,No,No
DET,2000,N,2919,6880,1610,2233,1108,2626,3734,1629,1955,613,1265,447,7837,2976,6850,1596,2169,1012,2671,3683,1860,2062,669,1219,397,428,7976,96.887375,32,50,0.390243902,No,No,No,No,No
GSW,2000,N,2937,7175,1428,2024,1345,2385,3730,1788,1727,742,1253,410,7584,3179,6740,1529,2011,1039,2693,3732,2045,1764,722,1302,493,439,8326,95.863075,17,65,0.207317073,No,No,No,No,No
HOU,2000,N,2943,6494,1582,2086,919,2524,3443,1613,1657,587,1136,358,7972,3020,6733,1385,1862,988,2420,3408,1735,1770,605,1055,400,359,7784,92.156532,45,37,0.548780488,Yes,No,No,No,No
IND,2000,N,2828,6431,1539,2009,921,2595,3516,1763,1925,563,1173,487,7591,2829,6683,1572,2074,1042,2495,3537,1695,1882,589,1072,387,377,7607,91.820496,41,41,0.5,No,No,Yes,No,No
LAC,2000,N,2896,6467,1429,2061,962,2559,3521,1585,1775,490,1212,513,7581,2995,6799,1474,1983,1042,2439,3480,1791,1795,638,996,412,354,7818,92.164024,31,51,0.378048781,No,No,No,No,No
LAL,2000,N,3109,6685,1594,2333,1085,2583,3668,1888,1872,564,1137,490,8251,2983,6815,1595,2114,981,2407,3388,1659,2002,619,1021,324,413,7974,93.973053,56,26,0.682926829,Yes,Yes,Yes,Yes,Yes
MIA,2000,N,2694,6258,1423,1874,813,2435,3248,1630,1725,633,1076,304,7289,2701,6261,1339,1818,914,2528,3442,1421,1824,598,1208,424,360,7101,88.84671,50,32,0.609756098,Yes,No,Yes,No,No
MIL,2000,N,3112,6798,1474,1874,975,2500,3475,1844,1928,672,1082,386,8260,2912,6626,1679,2186,1014,2490,3504,1883,1778,592,1216,350,439,7942,93.796097,52,30,0.634146342,Yes,No,Yes,Yes,No
MIN,2000,N,3148,6871,1364,1737,1002,2470,3472,2083,1899,682,1105,456,7982,2977,6588,1567,2164,967,2505,3472,1834,1656,583,1181,357,350,7871,93.633156,47,35,0.573170732,Yes,No,Yes,No,No
NJN,2000,N,2781,6550,1629,2146,909,2337,3246,1603,1982,649,1139,407,7552,2937,6452,1664,2231,1001,2622,3623,1840,1808,619,1258,522,428,7966,93.164398,26,56,0.317073171,No,No,No,No,No
NYK,2000,N,2755,6198,1374,1727,773,2524,3297,1520,1863,545,1132,346,7275,2568,6159,1478,2015,872,2418,3290,1573,1754,596,1147,338,445,7059,88.46595,48,34,0.585365854,Yes,No,Yes,No,No
ORL,2000,N,3013,6873,1476,2068,1069,2450,3519,1803,2071,674,1216,481,7992,2830,6499,1885,2566,1061,2609,3670,1793,1946,695,1325,440,366,7911,95.624702,43,39,0.524390244,Yes,No,Yes,No,No
PHI,2000,N,2902,6487,1697,2277,1075,2600,3675,1692,1673,690,1231,408,7763,2871,6699,1243,1660,985,2366,3351,1771,1936,672,1215,458,427,7412,92.495949,56,26,0.682926829,Yes,No,Yes,Yes,Yes
PHO,2000,N,2944,6757,1490,1973,970,2529,3499,1905,1864,775,1208,429,7710,2792,6422,1618,2127,902,2588,3490,1653,1818,682,1382,416,327,7529,94.893646,51,31,0.62195122,Yes,No,Yes,No,No
POR,2000,N,3004,6416,1447,1899,960,2481,3440,1963,1745,672,1211,419,7824,2819,6436,1436,1930,946,2238,3184,1745,1737,646,1169,324,406,7480,90.721977,50,32,0.609756098,Yes,No,Yes,No,No
SAC,2000,N,3132,6969,1600,2075,987,1718,3692,1852,1596,793,1178,432,8343,3087,7139,1291,1724,1121,2643,3764,1816,1766,666,1277,476,401,7866,97.465645,55,27,0.670731707,Yes,No,Yes,Yes,No
SAS,2000,N,2884,6262,1673,2340,902,2712,3614,1778,1551,568,1099,576,7886,2837,6770,1233,1664,967,2432,3399,1617,1946,600,1060,426,343,7250,91.163177,58,24,0.707317073,Yes,No,Yes,Yes,No
SEA,2000,N,3029,6649,1454,1986,999,2422,3421,1792,1733,657,1201,409,7978,3076,6783,1353,1824,1046,2431,3477,1957,1817,648,1171,510,471,7976,93.288414,44,38,0.536585366,Yes,No,No,No,No
TOR,2000,N,3048,6972,1482,1984,1118,2529,3647,2004,1745,599,1043,519,8007,3009,6725,1425,1890,926,2511,3437,1696,1792,561,1095,439,379,7822,93.652008,47,35,0.573170732,Yes,No,Yes,Yes,No
UTA,2000,N,2960,6289,1714,2280,943,2383,3326,2111,2108,661,1250,463,7959,2667,6076,1830,2391,874,2183,3057,1564,2008,699,1269,453,410,7574,91.395737,53,29,0.646341463,Yes,No,Yes,No,No
VAN,2000,N,2870,6539,1457,1892,894,2431,3325,1899,1733,586,1237,359,7522,3143,6791,1317,1798,1052,2534,3586,1935,1768,710,1190,476,389,7992,93.283577,23,59,0.280487805,No,No,No,No,No
WAS,2000,N,2833,6453,1704,2245,1016,2370,3386,1647,1913,630,1321,383,7645,3100,6596,1559,2088,931,2410,3341,1902,1972,688,1181,511,433,8192,93.742424,19,63,0.231707317,No,No,No,No,No
ATL,2001,N,2901,6610,1486,1942,955,2445,3400,1656,1702,667,1203,350,7711,3065,6674,1456,1956,1004,2523,3525,1856,1647,703,1177,508,472,8058,93.196068,33,49,0.402439024,No,No,No,No,No
BOS,2001,N,2852,6731,1498,1960,891,2570,3461,1722,1775,793,1082,293,7901,2797,6578,1612,2091,954,2807,3760,1802,1733,623,1284,474,514,7720,94.358406,49,33,0.597560976,Yes,No,Yes,Yes,No
CHA,2001,N,2893,6580,1568,2105,1059,2505,3564,1759,1747,653,1108,456,7700,2850,6594,1488,1938,963,2399,3362,1639,1702,625,1074,426,433,7621,91.339409,44,38,0.536585366,Yes,No,Yes,Yes,No
CHI,2001,N,2811,6491,1413,1958,924,2359,3283,1817,1834,633,1169,361,7335,3027,6514,1560,2090,944,2553,3497,2066,1716,681,1122,399,421,8035,91.920822,21,61,0.256097561,No,No,No,No,No
CLE,2001,N,2948,6582,1529,1980,968,2483,3451,1891,1752,572,1129,470,7812,3053,6678,1506,2014,928,2382,3310,1989,1638,602,1018,459,473,8085,92.278862,29,53,0.353658537,No,No,No,No,No
DAL,2001,N,3200,6930,1608,1994,918,2568,3486,1811,1841,581,958,386,8629,3094,6851,1640,2184,1065,2600,3665,1865,1784,589,1121,377,452,8280,94.980194,57,25,0.695121951,Yes,No,Yes,Yes,No
DEN,2001,N,2915,6870,1306,1756,1117,2310,3427,1817,1871,613,1130,462,7559,3005,6540,1602,2144,995,2529,3524,1968,1645,671,1122,561,424,8036,92.264595,27,55,0.329268293,No,No,No,No,No
